"Time";"price";"volume";"price approximation";"volume approximation"
"2019";15.1116779191;11887400;15.116017913271811;9442486.30034252
"2019";14.9539315297;10959286.260416666;15.113702170915987;9995348.472149424
"2019";15.366741603;12060209.069444444;15.16986211785632;10622476.210060358
"2019";15.3806604016;11286741.020833334;15.218581490398032;10985553.1370831
"2019";14.7125609316;11160091.982638888;15.142833898078736;11198081.926209258
"2019";15.7412757442;26260507.395833332;15.241226202205606;13920941.758851767
"2019";15.4339728298;17938518.326388888;15.283525011138375;15051780.180625299
"2019";15.814495729;12901736.472222222;15.386735303643995;15104003.200536018
"2019";17.6228732348;16426938.923611112;15.796259821967633;15590003.803885262
"2019";19.8902096538;57019674.79861111;16.579715058163867;22975704.87658851
"2019";19.3126265101;35156218.21180555;17.215855675682473;26263537.84616263
"2019";19.6896787536;11627789.159722222;17.84170081461198;24955401.527174532
"2019";21.3154874467;11712699.534722222;18.65599854067576;23212616.463033628
"2019";22.2312888257;20690545.684027776;19.518712798297198;22776667.065404892
"2019";22.3348566647;17516612.420138888;20.27168796821534;21689153.239276294
"2019";20.6041710801;26718578.260416668;20.587302079923017;22202289.524496943
"2019";19.9587916275;16198235.489583334;20.66345301231872;20952621.526384518
"2019";18.2968358171;12797650.329861112;20.352635043906574;19216362.45454364
"2019";19.4553892399;15539095.392361112;20.18573041135124;18136771.432089873
"2019";18.8645860421;14886735.836805556;19.89928770667638;17167625.32059956
"2019";20.2312270943;16522490.010416666;19.862562687229634;16711990.743234875
"2019";18.8018751771;15150960.572916666;19.607309312271667;16221744.835880175
"2019";19.1424833724;14438856.680555556;19.447778737131387;15754649.437346438
"2019";20.0935621051;15822907;19.49448365217513;15619065.411190871
"2019";21.3102989745;30826083.746527776;19.786394824642134;18152468.117411703
"2019";22.0963884447;27439346.270833332;20.228008373403178;20086733.408127557
"2019";21.6792556355;21198146.28125;20.581104042400398;20804212.803495094
"2019";20.8868727277;20808450.663194444;20.75562704212459;21262734.929251537
"2019";22.9218043126;23186543.006944444;21.23181932765741;21940141.083145
"2019";21.7038155141;26226238.954861112;21.438534831815474;22958923.339689735
"2019";21.7511053689;22340487.315972224;21.592090263739674;23125385.15255831
"2019";21.3932888209;20171030.815972224;21.630541097832953;22764517.64399694
"2019";22.1004624216;19976280.659722224;21.750347953724578;22278847.663473524
"2019";21.8230715936;22670031.479166668;21.791750020188164;22235528.1149845
"2019";21.4882416901;22412406.243055556;21.75350409818411;22165359.218204856
"2019";20.7214181971;21740199.107638888;21.57194787893465;22014997.265073832
"2019";21.2753737801;23196683.190972224;21.489321521039415;22162129.390853602
"2019";20.539552244;40052025.32638889;21.29125450872963;25264523.95234362
"2019";20.4575444156;19197595.607638888;21.09699331780515;24677134.414909154
"2019";20.6752957386;27145679.225694444;20.965141945491258;25334782.386150543
"2019";20.4451843991;20800395.756944444;20.821289701258344;24783026.744131587
"2019";20.336624847;13755919.274305556;20.68691083550753;22923369.23917753
"2019";20.7626897774;19340621.486111112;20.653674569979792;22032389.78543756
"2019";19.8458054865;21092872.579861112;20.485107587082343;21527368.04644313
"2019";19.9462676676;20917772.347222224;20.355418102077003;21108069.52919465
"2019";19.0269064974;21616012.75;20.088229310520276;20938721.45519715
"2019";19.5234043169;13541765.579861112;19.93183073146898;19492782.953261044
"2019";21.1404885659;22221750.774305556;20.083850523965918;19689821.157190815
"2019";20.0978516088;24541911.75;20.075135547767648;20421030.379816376
"2019";20.608030761;19412280.121527776;20.164858116792214;20325008.3946034
"2019";21.1986287939;24494128.326388888;20.360252706881095;21117079.002279107
"2019";24.0821212831;25003406.270833332;21.048369553829016;21958544.99445076
"2019";23.0572851517;27632996.819444444;21.527190506941643;23171757.304016758
"2019";21.17129272;26255339.506944444;21.62096034837012;24020135.770636093
"2019";21.7631091464;28219867.767361112;21.755302082864613;25059048.178322773
"2019";22.8162487724;29556185.652777776;22.018043697724597;26169898.431483753
"2019";21.3105437899;28895300.9375;21.969564111523457;26990178.1153313
"2019";20.4689555538;33760167.184027776;21.735575004209384;28472703.37999486
"2019";19.5582812613;30491967.322916668;21.327066430438354;29197754.19917542
"2019";19.6664858846;21879225.454861112;20.949022696386674;28239324.456231207
"2019";19.3686495564;22133458.71875;20.555936428016334;27203976.929512296
"2019";19.499892925;33286486.767361112;20.239401689357265;28078924.588439893
"2019";20.0074847647;32107842.680555556;20.074604555334858;28753816.382151548
"2019";20.2396038571;32048479.90625;20.012033853333676;29398261.75383614
"2019";20.4351205602;33553796.451388888;20.033304253461456;30262328.984232493
"2019";20.7589088679;36288483.3125;20.14348141607686;31532003.72210937
"2019";19.4419706268;47557021.01736111;20.04055878951688;34644883.64546288
"2019";19.663060793;36498028.35069445;19.981777289056073;35634945.40577987
"2019";19.5376492654;37250419.78125;19.904223333773828;36482811.09931596
"2019";19.7157455991;39038974.652777776;19.85902689162773;37377871.55417685
"2019";18.5954735398;38350984.27430555;19.622433875584296;37908824.37270532
"2019";17.0802399564;38570940.583333336;19.133526952695608;38264730.8592275
"2019";17.9708052394;44720844.934027776;18.82827025110259;39524892.2142143
"2019";17.5386668552;33377564.253472224;18.493812723864202;38683692.2448668
"2019";18.5985800621;30810265.409722224;18.396887892773623;37311181.562139876
"2019";19.4549840361;31871881.590277776;18.500983329806164;36135085.73956459
"2019";17.9167645039;34988823.85763889;18.376113756871735;35596112.411539204
"2019";19.0140036709;35224823.333333336;18.466690708470384;35233758.52547089
"2019";18.7397530235;25917083.729166668;18.524516583889607;33392946.18137711
"2019";18.6453882454;21844730.8125;18.568177419544515;31005785.19020609
"2019";18.4364699147;19400289.635416668;18.570284803902947;28422184.085774727
"2019";18.305351905;23113026.572916668;18.540799463543564;26786974.29626879
"2019";18.7588330147;17129809.479166668;18.581648569080908;24455591.951472964
"2019";18.7387542855;18203317.857638888;18.61200179606928;22666486.885481622
"2019";18.7306283354;16191199.524305556;18.635441063677323;20893509.637436677
"2019";18.076227305;11759484.4375;18.54233573584602;18703716.75679878
